Case,ActivityCode,Start,End
186,A_10,2023-02-24 23:49:00,2023-02-25 00:45:00
186,A_3,2023-02-25 00:04:00,2023-02-25 01:03:00
186,A_7,2023-02-25 00:19:00,2023-02-25 01:18:00
186,A_1,2023-02-25 00:34:00,2023-02-25 01:22:00
186,A_3,2023-02-25 00:49:00,2023-02-25 01:29:00
43,A_4,2023-02-28 17:38:18,2023-02-28 18:00:18
43,A_7,2023-02-28 17:53:18,2023-02-28 18:19:18
43,A_7,2023-02-28 18:08:18,2023-02-28 18:27:18
43,A_2,2023-02-28 18:23:18,2023-02-28 18:46:18
43,A_2,2023-02-28 18:38:18,2023-02-28 18:59:18
43,A_2,2023-02-28 18:53:18,2023-02-28 19:20:18
43,A_10,2023-02-28 19:08:18,2023-02-28 19:19:18
43,A_8,2023-02-28 19:23:18,2023-02-28 19:42:18
43,A_10,2023-02-28 19:38:18,2023-02-28 20:06:18
43,A_8,2023-02-28 19:53:18,2023-02-28 20:04:18
43,A_2,2023-02-28 20:08:18,2023-02-28 20:38:18
43,A_10,2023-02-28 20:23:18,2023-02-28 20:42:18
113,A_8,2023-03-04 17:32:26,2023-03-04 17:58:26
113,A_10,2023-03-04 17:47:26,2023-03-04 18:26:26
113,A_10,2023-03-04 18:02:26,2023-03-04 18:51:26
113,A_7,2023-03-04 18:17:26,2023-03-04 18:31:26
113,A_3,2023-03-04 18:32:26,2023-03-04 19:26:26
113,A_4,2023-03-04 18:47:26,2023-03-04 19:28:26
113,A_9,2023-03-04 19:02:26,2023-03-04 19:18:26
164,A_9,2023-03-09 07:37:55,2023-03-09 08:25:55
164,A_9,2023-03-09 07:52:55,2023-03-09 08:10:55
164,A_2,2023-03-09 08:07:55,2023-03-09 08:48:55
164,A_6,2023-03-09 08:22:55,2023-03-09 09:22:55
164,A_1,2023-03-09 08:37:55,2023-03-09 09:13:55
164,A_8,2023-03-09 08:52:55,2023-03-09 09:29:55
164,A_3,2023-03-09 09:07:55,2023-03-09 09:46:55
164,A_7,2023-03-09 09:22:55,2023-03-09 10:20:55
164,A_7,2023-03-09 09:37:55,2023-03-09 10:36:55
164,A_10,2023-03-09 09:52:55,2023-03-09 10:21:55
164,A_8,2023-03-09 10:07:55,2023-03-09 10:42:55
164,A_8,2023-03-09 10:22:55,2023-03-09 10:57:55
41,A_8,2023-03-11 11:16:07,2023-03-11 11:44:07
41,A_4,2023-03-11 11:31:07,2023-03-11 12:05:07
41,A_2,2023-03-11 11:46:07,2023-03-11 12:44:07
41,A_10,2023-03-11 12:01:07,2023-03-11 12:31:07
41,A_10,2023-03-11 12:16:07,2023-03-11 12:45:07
41,A_5,2023-03-11 12:31:07,2023-03-11 12:56:07
41,A_5,2023-03-11 12:46:07,2023-03-11 13:02:07
41,A_10,2023-03-11 13:01:07,2023-03-11 13:17:07
41,A_7,2023-03-11 13:16:07,2023-03-11 13:28:07
41,A_6,2023-03-11 13:31:07,2023-03-11 14:23:07
41,A_9,2023-03-11 13:46:07,2023-03-11 14:13:07
41,A_1,2023-03-11 14:01:07,2023-03-11 14:33:07
41,A_4,2023-03-11 14:16:07,2023-03-11 14:35:07
173,A_8,2023-03-13 13:17:25,2023-03-13 13:47:25
173,A_2,2023-03-13 13:32:25,2023-03-13 14:06:25
173,A_1,2023-03-13 13:47:25,2023-03-13 14:47:25
173,A_2,2023-03-13 14:02:25,2023-03-13 14:56:25
173,A_9,2023-03-13 14:17:25,2023-03-13 14:44:25
173,A_10,2023-03-13 14:32:25,2023-03-13 15:00:25
173,A_3,2023-03-13 14:47:25,2023-03-13 15:43:25
173,A_2,2023-03-13 15:02:25,2023-03-13 15:34:25
173,A_5,2023-03-13 15:17:25,2023-03-13 15:36:25
173,A_10,2023-03-13 15:32:25,2023-03-13 16:23:25
173,A_4,2023-03-13 15:47:25,2023-03-13 16:44:25
173,A_6,2023-03-13 16:02:25,2023-03-13 16:15:25
173,A_9,2023-03-13 16:17:25,2023-03-13 16:51:25
106,A_8,2023-03-14 14:38:38,2023-03-14 14:52:38
106,A_2,2023-03-14 14:53:38,2023-03-14 15:41:38
106,A_7,2023-03-14 15:08:38,2023-03-14 15:40:38
106,A_2,2023-03-14 15:23:38,2023-03-14 15:36:38
106,A_10,2023-03-14 15:38:38,2023-03-14 16:08:38
106,A_9,2023-03-14 15:53:38,2023-03-14 16:49:38
106,A_4,2023-03-14 16:08:38,2023-03-14 16:44:38
106,A_3,2023-03-14 16:23:38,2023-03-14 17:09:38
106,A_3,2023-03-14 16:38:38,2023-03-14 17:03:38
106,A_1,2023-03-14 16:53:38,2023-03-14 17:23:38
106,A_10,2023-03-14 17:08:38,2023-03-14 17:48:38
106,A_8,2023-03-14 17:23:38,2023-03-14 17:57:38
106,A_10,2023-03-14 17:38:38,2023-03-14 17:59:38
106,A_4,2023-03-14 17:53:38,2023-03-14 18:06:38
106,A_8,2023-03-14 18:08:38,2023-03-14 18:42:38
78,A_7,2023-03-16 17:18:11,2023-03-16 17:31:11
78,A_5,2023-03-16 17:33:11,2023-03-16 18:33:11
78,A_7,2023-03-16 17:48:11,2023-03-16 18:24:11
78,A_1,2023-03-16 18:03:11,2023-03-16 18:35:11
78,A_8,2023-03-16 18:18:11,2023-03-16 19:13:11
78,A_10,2023-03-16 18:33:11,2023-03-16 19:09:11
78,A_3,2023-03-16 18:48:11,2023-03-16 19:19:11
78,A_7,2023-03-16 19:03:11,2023-03-16 19:31:11
78,A_2,2023-03-16 19:18:11,2023-03-16 19:49:11
78,A_3,2023-03-16 19:33:11,2023-03-16 19:45:11
78,A_4,2023-03-16 19:48:11,2023-03-16 20:39:11
78,A_7,2023-03-16 20:03:11,2023-03-16 20:52:11
78,A_6,2023-03-16 20:18:11,2023-03-16 20:52:11
78,A_2,2023-03-16 20:33:11,2023-03-16 20:47:11
78,A_10,2023-03-16 20:48:11,2023-03-16 21:35:11
78,A_10,2023-03-16 21:03:11,2023-03-16 21:38:11
78,A_2,2023-03-16 21:18:11,2023-03-16 22:18:11
78,A_4,2023-03-16 21:33:11,2023-03-16 22:15:11
78,A_6,2023-03-16 21:48:11,2023-03-16 22:10:11
78,A_8,2023-03-16 22:03:11,2023-03-16 22:28:11
177,A_1,2023-03-22 22:00:22,2023-03-22 22:22:22
177,A_6,2023-03-22 22:15:22,2023-03-22 23:14:22
177,A_3,2023-03-22 22:30:22,2023-03-22 22:57:22
177,A_3,2023-03-22 22:45:22,2023-03-22 23:16:22
177,A_7,2023-03-22 23:00:22,2023-03-22 23:19:22
177,A_2,2023-03-22 23:15:22,2023-03-22 23:56:22
177,A_5,2023-03-22 23:30:22,2023-03-22 23:47:22
177,A_10,2023-03-22 23:45:22,2023-03-23 00:05:22
177,A_9,2023-03-23 00:00:22,2023-03-23 00:25:22
101,A_5,2023-03-25 01:56:45,2023-03-25 02:45:45
101,A_6,2023-03-25 02:11:45,2023-03-25 03:10:45
101,A_7,2023-03-25 02:26:45,2023-03-25 03:12:45
101,A_7,2023-03-25 02:41:45,2023-03-25 03:15:45
101,A_1,2023-03-25 02:56:45,2023-03-25 03:23:45
101,A_1,2023-03-25 03:11:45,2023-03-25 03:21:45
101,A_6,2023-03-25 03:26:45,2023-03-25 03:36:45
101,A_8,2023-03-25 03:41:45,2023-03-25 04:13:45
101,A_6,2023-03-25 03:56:45,2023-03-25 04:23:45
101,A_10,2023-03-25 04:11:45,2023-03-25 04:29:45
101,A_2,2023-03-25 04:26:45,2023-03-25 05:01:45
101,A_3,2023-03-25 04:41:45,2023-03-25 05:29:45
101,A_10,2023-03-25 04:56:45,2023-03-25 05:18:45
101,A_6,2023-03-25 05:11:45,2023-03-25 05:31:45
101,A_3,2023-03-25 05:26:45,2023-03-25 06:11:45
101,A_1,2023-03-25 05:41:45,2023-03-25 06:26:45
101,A_10,2023-03-25 05:56:45,2023-03-25 06:32:45
101,A_1,2023-03-25 06:11:45,2023-03-25 06:31:45
101,A_6,2023-03-25 06:26:45,2023-03-25 07:25:45
101,A_10,2023-03-25 06:41:45,2023-03-25 07:13:45
162,A_4,2023-03-25 19:39:29,2023-03-25 20:13:29
162,A_7,2023-03-25 19:54:29,2023-03-25 20:08:29
162,A_1,2023-03-25 20:09:29,2023-03-25 20:58:29
162,A_3,2023-03-25 20:24:29,2023-03-25 21:12:29
162,A_6,2023-03-25 20:39:29,2023-03-25 21:13:29
190,A_8,2023-03-26 07:58:07,2023-03-26 08:39:07
190,A_4,2023-03-26 08:13:07,2023-03-26 09:10:07
190,A_2,2023-03-26 08:28:07,2023-03-26 09:01:07
190,A_4,2023-03-26 08:43:07,2023-03-26 09:21:07
137,A_8,2023-03-26 08:44:04,2023-03-26 09:32:04
190,A_5,2023-03-26 08:58:07,2023-03-26 09:28:07
137,A_3,2023-03-26 08:59:04,2023-03-26 09:20:04
190,A_8,2023-03-26 09:13:07,2023-03-26 09:54:07
137,A_5,2023-03-26 09:14:04,2023-03-26 09:24:04
190,A_6,2023-03-26 09:28:07,2023-03-26 09:40:07
137,A_1,2023-03-26 09:29:04,2023-03-26 09:58:04
190,A_7,2023-03-26 09:43:07,2023-03-26 10:24:07
137,A_6,2023-03-26 09:44:04,2023-03-26 10:35:04
190,A_7,2023-03-26 09:58:07,2023-03-26 10:58:07
137,A_5,2023-03-26 09:59:04,2023-03-26 10:23:04
190,A_3,2023-03-26 10:13:07,2023-03-26 11:09:07
54,A_9,2023-03-29 14:14:13,2023-03-29 15:14:13
54,A_4,2023-03-29 14:29:13,2023-03-29 15:12:13
54,A_3,2023-03-29 14:44:13,2023-03-29 14:56:13
54,A_1,2023-03-29 14:59:13,2023-03-29 15:37:13
54,A_5,2023-03-29 15:14:13,2023-03-29 15:34:13
54,A_1,2023-03-29 15:29:13,2023-03-29 16:26:13
54,A_7,2023-03-29 15:44:13,2023-03-29 16:30:13
150,A_3,2023-04-01 01:04:54,2023-04-01 01:58:54
150,A_9,2023-04-01 01:19:54,2023-04-01 02:14:54
150,A_1,2023-04-01 01:34:54,2023-04-01 01:53:54
150,A_4,2023-04-01 01:49:54,2023-04-01 02:18:54
150,A_2,2023-04-01 02:04:54,2023-04-01 02:22:54
150,A_6,2023-04-01 02:19:54,2023-04-01 03:16:54
150,A_4,2023-04-01 02:34:54,2023-04-01 02:51:54
150,A_10,2023-04-01 02:49:54,2023-04-01 03:30:54
150,A_6,2023-04-01 03:04:54,2023-04-01 03:14:54
150,A_5,2023-04-01 03:19:54,2023-04-01 04:06:54
132,A_4,2023-04-04 02:53:53,2023-04-04 03:46:53
132,A_6,2023-04-04 03:08:53,2023-04-04 03:22:53
132,A_3,2023-04-04 03:23:53,2023-04-04 04:16:53
132,A_5,2023-04-04 03:38:53,2023-04-04 04:13:53
132,A_4,2023-04-04 03:53:53,2023-04-04 04:34:53
132,A_4,2023-04-04 04:08:53,2023-04-04 04:27:53
132,A_4,2023-04-04 04:23:53,2023-04-04 04:37:53
132,A_1,2023-04-04 04:38:53,2023-04-04 05:16:53
132,A_3,2023-04-04 04:53:53,2023-04-04 05:42:53
132,A_1,2023-04-04 05:08:53,2023-04-04 05:30:53
132,A_4,2023-04-04 05:23:53,2023-04-04 05:49:53
132,A_1,2023-04-04 05:38:53,2023-04-04 05:49:53
132,A_10,2023-04-04 05:53:53,2023-04-04 06:31:53
132,A_1,2023-04-04 06:08:53,2023-04-04 06:44:53
132,A_3,2023-04-04 06:23:53,2023-04-04 07:18:53
96,A_9,2023-04-05 07:51:32,2023-04-05 08:20:32
96,A_3,2023-04-05 08:06:32,2023-04-05 08:23:32
96,A_7,2023-04-05 08:21:32,2023-04-05 08:57:32
96,A_3,2023-04-05 08:36:32,2023-04-05 08:48:32
96,A_7,2023-04-05 08:51:32,2023-04-05 09:05:32
96,A_5,2023-04-05 09:06:32,2023-04-05 10:04:32
96,A_6,2023-04-05 09:21:32,2023-04-05 09:45:32
96,A_8,2023-04-05 09:36:32,2023-04-05 10:09:32
96,A_7,2023-04-05 09:51:32,2023-04-05 10:38:32
96,A_10,2023-04-05 10:06:32,2023-04-05 11:06:32
96,A_10,2023-04-05 10:21:32,2023-04-05 10:38:32
96,A_8,2023-04-05 10:36:32,2023-04-05 11:11:32
96,A_3,2023-04-05 10:51:32,2023-04-05 11:46:32
96,A_6,2023-04-05 11:06:32,2023-04-05 11:35:32
96,A_10,2023-04-05 11:21:32,2023-04-05 12:14:32
96,A_6,2023-04-05 11:36:32,2023-04-05 12:08:32
99,A_4,2023-04-05 12:36:37,2023-04-05 13:17:37
99,A_6,2023-04-05 12:51:37,2023-04-05 13:34:37
99,A_6,2023-04-05 13:06:37,2023-04-05 13:24:37
99,A_1,2023-04-05 13:21:37,2023-04-05 14:12:37
99,A_10,2023-04-05 13:36:37,2023-04-05 14:11:37
99,A_6,2023-04-05 13:51:37,2023-04-05 14:51:37
99,A_2,2023-04-05 14:06:37,2023-04-05 14:25:37
99,A_5,2023-04-05 14:21:37,2023-04-05 15:10:37
99,A_7,2023-04-05 14:36:37,2023-04-05 15:05:37
99,A_4,2023-04-05 14:51:37,2023-04-05 15:21:37
99,A_6,2023-04-05 15:06:37,2023-04-05 16:01:37
99,A_5,2023-04-05 15:21:37,2023-04-05 15:46:37
99,A_7,2023-04-05 15:36:37,2023-04-05 16:17:37
99,A_10,2023-04-05 15:51:37,2023-04-05 16:28:37
99,A_5,2023-04-05 16:06:37,2023-04-05 16:53:37
167,A_3,2023-04-08 12:14:45,2023-04-08 12:33:45
167,A_5,2023-04-08 12:29:45,2023-04-08 13:04:45
167,A_2,2023-04-08 12:44:45,2023-04-08 12:58:45
167,A_7,2023-04-08 12:59:45,2023-04-08 13:23:45
167,A_4,2023-04-08 13:14:45,2023-04-08 14:10:45
167,A_9,2023-04-08 13:29:45,2023-04-08 13:56:45
167,A_4,2023-04-08 13:44:45,2023-04-08 14:44:45
167,A_8,2023-04-08 13:59:45,2023-04-08 14:51:45
167,A_10,2023-04-08 14:14:45,2023-04-08 14:56:45
167,A_5,2023-04-08 14:29:45,2023-04-08 14:58:45
167,A_2,2023-04-08 14:44:45,2023-04-08 15:06:45
167,A_5,2023-04-08 14:59:45,2023-04-08 15:45:45
167,A_7,2023-04-08 15:14:45,2023-04-08 16:11:45
167,A_1,2023-04-08 15:29:45,2023-04-08 15:57:45
141,A_10,2023-04-08 17:57:13,2023-04-08 18:28:13
141,A_8,2023-04-08 18:12:13,2023-04-08 18:34:13
141,A_9,2023-04-08 18:27:13,2023-04-08 18:41:13
141,A_2,2023-04-08 18:42:13,2023-04-08 19:42:13
141,A_2,2023-04-08 18:57:13,2023-04-08 19:17:13
141,A_9,2023-04-08 19:12:13,2023-04-08 19:30:13
141,A_9,2023-04-08 19:27:13,2023-04-08 19:40:13
141,A_7,2023-04-08 19:42:13,2023-04-08 20:36:13
141,A_9,2023-04-08 19:57:13,2023-04-08 20:23:13
141,A_4,2023-04-08 20:12:13,2023-04-08 20:42:13
141,A_8,2023-04-08 20:27:13,2023-04-08 20:45:13
141,A_4,2023-04-08 20:42:13,2023-04-08 21:39:13
141,A_8,2023-04-08 20:57:13,2023-04-08 21:56:13
141,A_1,2023-04-08 21:12:13,2023-04-08 22:04:13
141,A_2,2023-04-08 21:27:13,2023-04-08 21:52:13
89,A_1,2023-04-09 20:45:58,2023-04-09 21:22:58
89,A_8,2023-04-09 21:00:58,2023-04-09 21:46:58
89,A_10,2023-04-09 21:15:58,2023-04-09 21:25:58
89,A_7,2023-04-09 21:30:58,2023-04-09 22:26:58
89,A_8,2023-04-09 21:45:58,2023-04-09 22:27:58
89,A_5,2023-04-09 22:00:58,2023-04-09 22:12:58
89,A_10,2023-04-09 22:15:58,2023-04-09 22:59:58
89,A_2,2023-04-09 22:30:58,2023-04-09 22:58:58
89,A_8,2023-04-09 22:45:58,2023-04-09 23:06:58
89,A_3,2023-04-09 23:00:58,2023-04-09 23:51:58
89,A_6,2023-04-09 23:15:58,2023-04-09 23:27:58
89,A_4,2023-04-09 23:30:58,2023-04-10 00:30:58
89,A_6,2023-04-09 23:45:58,2023-04-10 00:40:58
111,A_1,2023-04-11 03:02:50,2023-04-11 03:52:50
111,A_10,2023-04-11 03:17:50,2023-04-11 04:13:50
111,A_6,2023-04-11 03:32:50,2023-04-11 04:32:50
111,A_4,2023-04-11 03:47:50,2023-04-11 04:19:50
111,A_3,2023-04-11 04:02:50,2023-04-11 04:14:50
111,A_10,2023-04-11 04:17:50,2023-04-11 04:41:50
111,A_7,2023-04-11 04:32:50,2023-04-11 04:51:50
111,A_3,2023-04-11 04:47:50,2023-04-11 05:18:50
111,A_4,2023-04-11 05:02:50,2023-04-11 05:41:50
111,A_4,2023-04-11 05:17:50,2023-04-11 06:05:50
111,A_2,2023-04-11 05:32:50,2023-04-11 06:17:50
111,A_2,2023-04-11 05:47:50,2023-04-11 06:32:50
111,A_4,2023-04-11 06:02:50,2023-04-11 06:40:50
12,A_4,2023-04-11 11:50:47,2023-04-11 12:36:47
12,A_4,2023-04-11 12:05:47,2023-04-11 12:36:47
12,A_3,2023-04-11 12:20:47,2023-04-11 13:11:47
12,A_1,2023-04-11 12:35:47,2023-04-11 13:13:47
12,A_9,2023-04-11 12:50:47,2023-04-11 13:50:47
12,A_4,2023-04-11 13:05:47,2023-04-11 13:34:47
12,A_8,2023-04-11 13:20:47,2023-04-11 14:04:47
12,A_10,2023-04-11 13:35:47,2023-04-11 14:03:47
12,A_9,2023-04-11 13:50:47,2023-04-11 14:36:47
12,A_10,2023-04-11 14:05:47,2023-04-11 14:44:47
12,A_5,2023-04-11 14:20:47,2023-04-11 14:57:47
12,A_2,2023-04-11 14:35:47,2023-04-11 15:34:47
12,A_4,2023-04-11 14:50:47,2023-04-11 15:10:47
12,A_3,2023-04-11 15:05:47,2023-04-11 15:52:47
12,A_4,2023-04-11 15:20:47,2023-04-11 15:34:47
12,A_9,2023-04-11 15:35:47,2023-04-11 16:22:47
12,A_10,2023-04-11 15:50:47,2023-04-11 16:09:47
12,A_7,2023-04-11 16:05:47,2023-04-11 16:21:47
12,A_3,2023-04-11 16:20:47,2023-04-11 17:14:47
12,A_4,2023-04-11 16:35:47,2023-04-11 17:21:47
155,A_3,2023-04-12 12:23:56,2023-04-12 12:59:56
155,A_8,2023-04-12 12:38:56,2023-04-12 13:35:56
155,A_4,2023-04-12 12:53:56,2023-04-12 13:30:56
155,A_7,2023-04-12 13:08:56,2023-04-12 14:05:56
155,A_7,2023-04-12 13:23:56,2023-04-12 14:03:56
57,A_2,2023-04-13 13:35:52,2023-04-13 13:52:52
57,A_4,2023-04-13 13:50:52,2023-04-13 14:50:52
57,A_3,2023-04-13 14:05:52,2023-04-13 14:22:52
57,A_1,2023-04-13 14:20:52,2023-04-13 15:11:52
57,A_10,2023-04-13 14:35:52,2023-04-13 15:21:52
57,A_3,2023-04-13 14:50:52,2023-04-13 15:43:52
102,A_9,2023-04-16 09:29:59,2023-04-16 10:08:59
102,A_4,2023-04-16 09:44:59,2023-04-16 10:25:59
102,A_7,2023-04-16 09:59:59,2023-04-16 10:10:59
102,A_4,2023-04-16 10:14:59,2023-04-16 10:55:59
102,A_5,2023-04-16 10:29:59,2023-04-16 10:58:59
102,A_5,2023-04-16 10:44:59,2023-04-16 10:57:59
102,A_10,2023-04-16 10:59:59,2023-04-16 11:21:59
102,A_7,2023-04-16 11:14:59,2023-04-16 11:43:59
124,A_1,2023-04-16 19:17:00,2023-04-16 19:43:00
124,A_4,2023-04-16 19:32:00,2023-04-16 20:09:00
124,A_4,2023-04-16 19:47:00,2023-04-16 20:31:00
124,A_4,2023-04-16 20:02:00,2023-04-16 20:30:00
124,A_1,2023-04-16 20:17:00,2023-04-16 20:48:00
124,A_2,2023-04-16 20:32:00,2023-04-16 21:25:00
124,A_10,2023-04-16 20:47:00,2023-04-16 21:23:00
124,A_3,2023-04-16 21:02:00,2023-04-16 21:50:00
124,A_5,2023-04-16 21:17:00,2023-04-16 22:09:00
124,A_2,2023-04-16 21:32:00,2023-04-16 21:50:00
124,A_2,2023-04-16 21:47:00,2023-04-16 22:04:00
124,A_8,2023-04-16 22:02:00,2023-04-16 22:37:00
124,A_2,2023-04-16 22:17:00,2023-04-16 22:52:00
124,A_3,2023-04-16 22:32:00,2023-04-16 22:47:00
124,A_6,2023-04-16 22:47:00,2023-04-16 23:08:00
91,A_10,2023-04-18 11:33:52,2023-04-18 12:03:52
91,A_7,2023-04-18 11:48:52,2023-04-18 11:59:52
91,A_8,2023-04-18 12:03:52,2023-04-18 12:13:52
91,A_1,2023-04-18 12:18:52,2023-04-18 12:56:52
91,A_5,2023-04-18 12:33:52,2023-04-18 13:19:52
91,A_9,2023-04-18 12:48:52,2023-04-18 13:24:52
91,A_6,2023-04-18 13:03:52,2023-04-18 13:38:52
91,A_4,2023-04-18 13:18:52,2023-04-18 14:08:52
91,A_7,2023-04-18 13:33:52,2023-04-18 14:31:52
91,A_10,2023-04-18 13:48:52,2023-04-18 14:39:52
45,A_6,2023-04-24 08:48:21,2023-04-24 09:11:21
45,A_2,2023-04-24 09:03:21,2023-04-24 10:01:21
45,A_7,2023-04-24 09:18:21,2023-04-24 10:05:21
45,A_10,2023-04-24 09:33:21,2023-04-24 10:03:21
45,A_2,2023-04-24 09:48:21,2023-04-24 10:08:21
45,A_7,2023-04-24 10:03:21,2023-04-24 10:23:21
45,A_1,2023-04-24 10:18:21,2023-04-24 10:34:21
45,A_1,2023-04-24 10:33:21,2023-04-24 11:32:21
45,A_3,2023-04-24 10:48:21,2023-04-24 11:30:21
45,A_10,2023-04-24 11:03:21,2023-04-24 11:36:21
45,A_10,2023-04-24 11:18:21,2023-04-24 11:49:21
45,A_6,2023-04-24 11:33:21,2023-04-24 11:45:21
6,A_10,2023-04-26 12:38:32,2023-04-26 12:48:32
6,A_7,2023-04-26 12:53:32,2023-04-26 13:06:32
6,A_6,2023-04-26 13:08:32,2023-04-26 13:57:32
6,A_2,2023-04-26 13:23:32,2023-04-26 14:13:32
6,A_9,2023-04-26 13:38:32,2023-04-26 14:13:32
6,A_4,2023-04-26 13:53:32,2023-04-26 14:38:32
6,A_2,2023-04-26 14:08:32,2023-04-26 14:35:32
6,A_2,2023-04-26 14:23:32,2023-04-26 14:58:32
6,A_1,2023-04-26 14:38:32,2023-04-26 14:58:32
6,A_6,2023-04-26 14:53:32,2023-04-26 15:20:32
6,A_6,2023-04-26 15:08:32,2023-04-26 15:59:32
6,A_3,2023-04-26 15:23:32,2023-04-26 16:05:32
6,A_6,2023-04-26 15:38:32,2023-04-26 16:24:32
6,A_2,2023-04-26 15:53:32,2023-04-26 16:08:32
6,A_6,2023-04-26 16:08:32,2023-04-26 16:37:32
6,A_10,2023-04-26 16:23:32,2023-04-26 17:08:32
6,A_7,2023-04-26 16:38:32,2023-04-26 17:05:32
6,A_8,2023-04-26 16:53:32,2023-04-26 17:36:32
139,A_7,2023-04-26 17:52:48,2023-04-26 18:26:48
139,A_7,2023-04-26 18:07:48,2023-04-26 18:23:48
139,A_10,2023-04-26 18:22:48,2023-04-26 18:54:48
139,A_10,2023-04-26 18:37:48,2023-04-26 18:47:48
139,A_8,2023-04-26 18:52:48,2023-04-26 19:13:48
139,A_4,2023-04-26 19:07:48,2023-04-26 19:26:48
139,A_8,2023-04-26 19:22:48,2023-04-26 20:12:48
139,A_1,2023-04-26 19:37:48,2023-04-26 20:25:48
139,A_7,2023-04-26 19:52:48,2023-04-26 20:17:48
139,A_10,2023-04-26 20:07:48,2023-04-26 20:29:48
139,A_2,2023-04-26 20:22:48,2023-04-26 21:07:48
139,A_7,2023-04-26 20:37:48,2023-04-26 21:01:48
139,A_4,2023-04-26 20:52:48,2023-04-26 21:46:48
139,A_4,2023-04-26 21:07:48,2023-04-26 21:28:48
139,A_7,2023-04-26 21:22:48,2023-04-26 22:04:48
139,A_8,2023-04-26 21:37:48,2023-04-26 22:31:48
139,A_4,2023-04-26 21:52:48,2023-04-26 22:26:48
139,A_10,2023-04-26 22:07:48,2023-04-26 22:40:48
139,A_6,2023-04-26 22:22:48,2023-04-26 23:01:48
128,A_10,2023-05-02 08:03:23,2023-05-02 08:41:23
128,A_8,2023-05-02 08:18:23,2023-05-02 09:12:23
128,A_5,2023-05-02 08:33:23,2023-05-02 08:44:23
128,A_8,2023-05-02 08:48:23,2023-05-02 09:24:23
128,A_3,2023-05-02 09:03:23,2023-05-02 09:43:23
128,A_3,2023-05-02 09:18:23,2023-05-02 09:31:23
128,A_5,2023-05-02 09:33:23,2023-05-02 09:57:23
128,A_3,2023-05-02 09:48:23,2023-05-02 10:20:23
29,A_6,2023-05-06 15:47:43,2023-05-06 15:57:43
29,A_4,2023-05-06 16:02:43,2023-05-06 16:30:43
29,A_8,2023-05-06 16:17:43,2023-05-06 16:29:43
29,A_7,2023-05-06 16:32:43,2023-05-06 17:17:43
29,A_2,2023-05-06 16:47:43,2023-05-06 16:57:43
29,A_2,2023-05-06 17:02:43,2023-05-06 17:52:43
29,A_2,2023-05-06 17:17:43,2023-05-06 17:30:43
29,A_5,2023-05-06 17:32:43,2023-05-06 17:52:43
29,A_10,2023-05-06 17:47:43,2023-05-06 18:29:43
29,A_10,2023-05-06 18:02:43,2023-05-06 18:47:43
29,A_9,2023-05-06 18:17:43,2023-05-06 19:01:43
29,A_5,2023-05-06 18:32:43,2023-05-06 19:20:43
29,A_7,2023-05-06 18:47:43,2023-05-06 19:24:43
29,A_9,2023-05-06 19:02:43,2023-05-06 19:49:43
29,A_8,2023-05-06 19:17:43,2023-05-06 19:41:43
7,A_6,2023-05-06 23:23:54,2023-05-06 23:39:54
7,A_9,2023-05-06 23:38:54,2023-05-07 00:38:54
7,A_7,2023-05-06 23:53:54,2023-05-07 00:29:54
7,A_10,2023-05-07 00:08:54,2023-05-07 00:20:54
7,A_8,2023-05-07 00:23:54,2023-05-07 01:00:54
170,A_2,2023-05-10 19:03:21,2023-05-10 19:56:21
170,A_4,2023-05-10 19:18:21,2023-05-10 19:41:21
170,A_2,2023-05-10 19:33:21,2023-05-10 20:03:21
170,A_8,2023-05-10 19:48:21,2023-05-10 20:16:21
170,A_6,2023-05-10 20:03:21,2023-05-10 20:59:21
170,A_5,2023-05-10 20:18:21,2023-05-10 20:28:21
170,A_4,2023-05-10 20:33:21,2023-05-10 21:17:21
170,A_3,2023-05-10 20:48:21,2023-05-10 21:31:21
170,A_9,2023-05-10 21:03:21,2023-05-10 21:38:21
170,A_3,2023-05-10 21:18:21,2023-05-10 22:04:21
170,A_1,2023-05-10 21:33:21,2023-05-10 22:27:21
170,A_1,2023-05-10 21:48:21,2023-05-10 22:18:21
170,A_10,2023-05-10 22:03:21,2023-05-10 22:41:21
53,A_10,2023-05-12 05:54:17,2023-05-12 06:06:17
53,A_9,2023-05-12 06:09:17,2023-05-12 06:39:17
53,A_9,2023-05-12 06:24:17,2023-05-12 06:39:17
53,A_9,2023-05-12 06:39:17,2023-05-12 07:01:17
53,A_4,2023-05-12 06:54:17,2023-05-12 07:43:17
53,A_2,2023-05-12 07:09:17,2023-05-12 07:34:17
53,A_8,2023-05-12 07:24:17,2023-05-12 07:54:17
53,A_5,2023-05-12 07:39:17,2023-05-12 07:59:17
53,A_5,2023-05-12 07:54:17,2023-05-12 08:39:17
53,A_10,2023-05-12 08:09:17,2023-05-12 09:02:17
53,A_5,2023-05-12 08:24:17,2023-05-12 08:53:17
156,A_6,2023-05-12 16:22:56,2023-05-12 17:05:56
156,A_5,2023-05-12 16:37:56,2023-05-12 16:59:56
156,A_1,2023-05-12 16:52:56,2023-05-12 17:41:56
156,A_4,2023-05-12 17:07:56,2023-05-12 17:48:56
156,A_2,2023-05-12 17:22:56,2023-05-12 18:11:56
156,A_10,2023-05-12 17:37:56,2023-05-12 18:14:56
156,A_2,2023-05-12 17:52:56,2023-05-12 18:40:56
